Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts
1599793456,192.168.86.90,56499,54.149.94.178,443,6,160,160,2,2
1599793456,192.168.86.90,56498,54.149.94.178,443,6,52,664,1,1
1599793457,192.168.86.90,56500,54.149.94.178,443,6,160,160,2,2
1599793457,192.168.86.90,56498,54.149.94.178,443,6,52,627,1,1
1599793457,192.168.86.90,56494,162.222.42.179,4287,6,5041,208,4,4
1599793458,192.168.86.90,56494,162.222.42.179,4287,6,5537,208,4,4
1599793458,192.168.86.90,56498,54.149.94.178,443,6,52,754,1,1
1599793459,192.168.86.90,56498,54.149.94.178,443,6,52,668,1,1
1599793460,192.168.86.90,51670,239.255.255.250,1900,17,202,0,1,0
1599793460,192.168.86.90,56517,8.37.96.194,4287,6,52,90,1,1
1599793460,192.168.86.90,56498,54.149.94.178,443,6,104,1421,2,2
1599793461,192.168.86.90,51670,239.255.255.250,1900,17,202,0,1,0
1599793461,192.168.86.90,56450,216.58.194.206,443,6,156,160,3,2
1599793462,192.168.86.90,56450,216.58.194.206,443,6,92,156,2,3
1599793462,192.168.86.90,56494,162.222.42.179,4287,6,24386,884,17,17
1599793462,192.168.86.90,56498,54.149.94.178,443,6,52,754,1,1
1599793462,192.168.86.90,51670,239.255.255.250,1900,17,202,0,1,0
1599793463,192.168.86.90,56513,216.58.195.67,443,6,40,52,1,1
1599793463,192.168.86.90,56530,172.217.164.106,443,6,40,52,1,1
1599793463,192.168.86.90,56498,54.149.94.178,443,6,104,1457,2,2
1599793463,192.168.86.90,51670,239.255.255.250,1900,17,202,0,1,0
1599793463,192.168.86.90,56531,172.217.164.106,443,6,40,52,1,1
1599793464,192.168.86.90,56494,162.222.42.179,4287,6,648580,11284,445,217
1599793464,192.168.86.90,56498,54.149.94.178,443,6,160,108,2,1
1599793465,192.168.86.90,56463,8.37.103.246,443,6,0,40,0,1
1599793465,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793466,192.168.86.90,56498,54.149.94.178,443,6,52,648,1,1
1599793466,192.168.86.90,56494,162.222.42.179,4287,6,24914,884,17,17
1599793466,192.168.86.90,56500,54.149.94.178,443,6,160,108,2,1
1599793467,192.168.86.90,56498,54.149.94.178,443,6,52,798,1,1
1599793467,192.168.86.90,56505,45.57.100.137,443,6,3496,271874,30,182
1599793467,192.168.86.90,56506,45.57.100.137,443,6,4176,361374,43,244
1599793467,192.168.86.90,56504,45.57.100.137,443,6,1750,110418,15,75
1599793467,192.168.86.90,56448,8.37.103.246,443,6,0,40,0,1
1599793467,192.168.86.90,56449,8.37.103.246,443,6,0,40,0,1
1599793468,192.168.86.90,56498,54.149.94.178,443,6,52,745,1,1
1599793468,192.168.86.90,56494,162.222.42.179,4287,6,28394,936,19,18
1599793468,192.168.86.90,56509,142.250.68.10,443,6,40,52,1,1
1599793468,192.168.86.90,56456,8.37.103.246,443,6,0,40,0,1
1599793468,192.168.86.1,53,192.168.86.90,8351,17,77,61,1,1
1599793468,192.168.86.90,56534,172.217.6.46,443,6,64,0,1,0
1599793469,192.168.86.90,56534,172.217.6.46,443,6,4276,2499,15,13
1599793469,192.168.86.90,56498,54.149.94.178,443,6,104,1536,2,2
1599793469,192.168.86.90,56494,162.222.42.179,4287,6,26022,884,18,17
1599793469,192.168.86.88,0,224.0.0.22,0,2,40,0,1,0
1599793470,192.168.86.90,56498,54.149.94.178,443,6,52,627,1,1
1599793471,192.168.86.90,56498,54.149.94.178,443,6,162,818,2,2
1599793471,192.168.86.90,56494,162.222.42.179,4287,6,24466,884,17,17
1599793471,192.168.86.90,56534,172.217.6.46,443,6,1400,104,2,2
1599793471,192.168.86.90,56500,54.149.94.178,443,6,110,52,1,1
1599793471,192.168.86.90,56499,54.149.94.178,443,6,110,52,1,1
1599793472,192.168.86.90,56498,54.149.94.178,443,6,104,1521,2,2
1599793472,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793472,192.168.86.1,53,192.168.86.90,56693,17,139,79,1,1
1599793472,192.168.86.90,56535,52.114.132.73,443,6,4246,4663,12,10
1599793472,192.168.86.90,56460,8.37.103.246,443,6,0,40,0,1
1599793473,192.168.86.88,0,224.0.0.22,0,2,40,0,1,0
1599793473,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793473,192.168.86.90,56534,172.217.6.46,443,6,299,1065,5,5
1599793473,192.168.86.90,56494,162.222.42.179,4287,6,22654,832,16,16
1599793473,192.168.86.90,56535,52.114.132.73,443,6,239,581,4,4
1599793473,192.168.86.90,56498,54.149.94.178,443,6,52,631,1,1
1599793474,192.168.86.90,56498,54.149.94.178,443,6,212,787,3,3
1599793475,192.168.86.90,56498,54.149.94.178,443,6,52,628,1,1
1599793475,192.168.86.90,56499,54.149.94.178,443,6,160,160,2,2
1599793476,192.168.86.90,56498,54.149.94.178,443,6,52,734,1,1
1599793476,192.168.86.90,56494,162.222.42.179,4287,6,24178,884,17,17
1599793477,192.168.86.90,56498,54.149.94.178,443,6,104,1250,2,2
1599793477,192.168.86.90,56500,54.149.94.178,443,6,160,160,2,2
1599793478,192.168.86.90,56498,54.149.94.178,443,6,52,620,1,1
1599793478,192.168.86.90,56494,162.222.42.179,4287,6,24674,884,17,17
1599793479,192.168.86.90,56498,54.149.94.178,443,6,52,624,1,1
1599793480,192.168.86.90,56494,162.222.42.179,4287,6,26422,884,18,17
1599793482,192.168.86.90,56498,54.149.94.178,443,6,52,731,1,1
1599793482,192.168.86.90,56506,45.57.100.137,443,6,4408,372946,47,251
1599793482,192.168.86.90,56505,45.57.100.137,443,6,6518,375166,88,252
1599793482,192.168.86.90,56504,45.57.100.137,443,6,4088,549906,60,368
1599793482,192.168.86.90,56494,162.222.42.179,4287,6,26950,884,18,17
1599793483,192.168.86.90,56498,54.149.94.178,443,6,104,1379,2,2
1599793483,192.168.86.1,53,192.168.86.90,44117,17,157,69,1,1
1599793483,192.168.86.90,56536,104.64.142.211,443,6,787,60,3,1
1599793484,192.168.86.90,56536,104.64.142.211,443,6,1448,2701,10,9
1599793484,192.168.86.90,56498,54.149.94.178,443,6,212,893,3,2
1599793485,192.168.86.90,56498,54.149.94.178,443,6,52,734,1,1
1599793485,0.0.0.0,68,255.255.255.255,67,17,272,0,1,0
1599793485,192.168.86.90,56494,162.222.42.179,4287,6,26310,832,18,16
1599793486,192.168.86.90,56494,162.222.42.179,4287,6,0,52,0,1
1599793486,192.168.86.90,56498,54.149.94.178,443,6,104,1251,2,2
1599793486,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793487,192.168.86.90,56500,54.149.94.178,443,6,160,108,2,1
1599793487,192.168.86.90,56498,54.149.94.178,443,6,52,611,1,1
1599793488,192.168.86.90,56494,162.222.42.179,4287,6,26118,884,18,17
1599793489,192.168.86.90,56498,54.149.94.178,443,6,104,1416,2,2
1599793490,192.168.86.90,56498,54.149.94.178,443,6,52,740,1,1
1599793491,192.168.86.90,56494,162.222.42.179,4287,6,80214,1872,55,36
1599793491,192.168.86.90,56498,54.149.94.178,443,6,162,710,2,2
1599793491,192.168.86.90,56500,54.149.94.178,443,6,110,52,1,1
1599793491,192.168.86.90,56499,54.149.94.178,443,6,110,52,1,1
1599793492,192.168.86.90,56494,162.222.42.179,4287,6,381890,7020,263,135
1599793492,192.168.86.90,56493,52.33.134.215,443,6,40,52,1,1
1599793492,192.168.86.90,56498,54.149.94.178,443,6,52,656,1,1
1599793492,192.168.86.84,5353,224.0.0.251,5353,17,200,0,1,0
1599793492,192.168.86.91,5353,224.0.0.251,5353,17,384,0,1,0
1599793493,192.168.86.90,56457,8.37.103.246,443,6,104,1229,2,2
1599793493,192.168.86.90,56498,54.149.94.178,443,6,52,626,1,1
1599793494,192.168.86.90,56498,54.149.94.178,443,6,212,790,3,3
1599793494,192.168.86.84,5353,224.0.0.251,5353,17,99,0,1,0
1599793495,192.168.86.90,56447,142.250.101.188,443,6,40,52,1,1
1599793495,192.168.86.90,56498,54.149.94.178,443,6,104,1528,2,2
1599793495,192.168.86.91,5353,224.0.0.251,5353,17,213,0,1,0
1599793496,192.168.86.90,56499,54.149.94.178,443,6,108,0,1,0
1599793496,192.168.86.90,56500,54.149.94.178,443,6,108,0,1,0
1599793497,192.168.86.90,56500,54.149.94.178,443,6,52,160,1,2
1599793497,192.168.86.90,56499,54.149.94.178,443,6,52,160,1,2
1599793497,192.168.86.90,56498,54.149.94.178,443,6,104,1558,2,2
1599793498,192.168.86.90,56504,45.57.100.137,443,6,5160,572108,62,383
1599793498,192.168.86.90,56505,45.57.100.137,443,6,8180,255772,120,173
1599793498,192.168.86.90,56506,45.57.100.137,443,6,3862,319940,37,216
1599793499,192.168.86.90,56499,54.149.94.178,443,6,52,1131,1,1
1599793500,192.168.86.90,56498,54.149.94.178,443,6,104,1438,2,2
1599793501,192.168.86.90,56473,74.125.195.189,443,6,104,212,2,2
1599793501,192.168.86.90,56496,68.65.194.249,4287,6,52,90,1,1
1599793501,192.168.86.90,56498,54.149.94.178,443,6,208,988,4,4
1599793501,192.168.86.90,56500,54.149.94.178,443,6,156,741,3,3
1599793502,192.168.86.90,56500,54.149.94.178,443,6,104,494,2,2
1599793502,192.168.86.84,5353,224.0.0.251,5353,17,148,0,1,0
1599793503,192.168.86.91,5353,224.0.0.251,5353,17,297,0,1,0
1599793503,192.168.86.90,56498,54.149.94.178,443,6,208,3821,4,4
1599793503,192.168.86.90,56500,54.149.94.178,443,6,208,3837,4,4
1599793504,192.168.86.90,56498,54.149.94.178,443,6,212,1086,3,2
1599793505,192.168.86.1,53,192.168.86.90,11848,17,104,61,1,1
1599793505,192.168.86.90,56537,172.217.6.69,443,6,4208,3122,18,15
1599793505,192.168.86.90,56498,54.149.94.178,443,6,52,604,1,1
1599793505,192.168.86.90,56494,162.222.42.179,4287,6,6597,260,5,5
1599793506,192.168.86.90,56494,162.222.42.179,4287,6,12750,520,10,10
1599793506,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793506,192.168.86.90,56500,54.149.94.178,443,6,160,108,2,1
1599793507,192.168.86.90,56493,52.33.134.215,443,6,12458,5770,13,9
1599793507,192.168.86.90,56498,54.149.94.178,443,6,104,1506,2,2
1599793507,192.168.86.90,56494,162.222.42.179,4287,6,704,52,2,1
1599793508,192.168.86.90,56494,162.222.42.179,4287,6,0,52,0,1
1599793508,192.168.86.90,56498,54.149.94.178,443,6,208,1529,4,4
1599793508,192.168.86.90,56500,54.149.94.178,443,6,272,1225,5,5
1599793508,192.168.86.90,56513,216.58.195.67,443,6,40,52,1,1
1599793508,192.168.86.90,56530,172.217.164.106,443,6,40,0,1,0
1599793509,192.168.86.90,56530,172.217.164.106,443,6,0,52,0,1
1599793509,192.168.86.90,56500,54.149.94.178,443,6,104,490,2,2
1599793509,192.168.86.90,56531,172.217.164.106,443,6,40,52,1,1
1599793509,192.168.86.90,56498,54.149.94.178,443,6,104,599,2,2
1599793510,192.168.86.90,56498,54.149.94.178,443,6,260,4892,5,5
1599793510,192.168.86.90,56494,162.222.42.179,4287,6,51720,52,37,1
1599793511,192.168.86.90,56494,162.222.42.179,4287,6,74358,2288,52,44
1599793511,192.168.86.90,56498,54.149.94.178,443,6,110,0,1,0
1599793511,192.168.86.90,56500,54.149.94.178,443,6,110,0,1,0
1599793511,192.168.86.90,56499,54.149.94.178,443,6,110,0,1,0
1599793512,192.168.86.90,56494,162.222.42.179,4287,6,34579,1872,24,36
1599793512,192.168.86.90,56499,54.149.94.178,443,6,0,52,0,1
1599793512,192.168.86.90,56500,54.149.94.178,443,6,0,52,0,1
1599793512,192.168.86.90,56498,54.149.94.178,443,6,0,52,0,1
1599793513,192.168.86.90,56500,54.149.94.178,443,6,208,988,4,4
1599793513,192.168.86.90,56498,54.149.94.178,443,6,156,1474,3,3
1599793513,192.168.86.90,56494,162.222.42.179,4287,6,53992,1144,37,22
1599793513,192.168.86.90,56509,142.250.68.10,443,6,40,0,1,0
1599793514,192.168.86.90,56494,162.222.42.179,4287,6,110759,1560,79,30
1599793514,192.168.86.90,56509,142.250.68.10,443,6,0,52,0,1
1599793514,192.168.86.90,56498,54.149.94.178,443,6,316,1830,5,6
1599793514,192.168.86.1,35156,239.255.255.250,1900,17,5127,0,11,0
1599793514,192.168.86.90,56504,45.57.100.137,443,6,2526,271861,30,182
1599793514,192.168.86.90,56506,45.57.100.137,443,6,3866,309248,37,209
1599793514,192.168.86.90,56505,45.57.100.137,443,6,9274,310261,141,209
1599793515,192.168.86.90,56494,162.222.42.179,4287,6,49585,2392,35,46
1599793515,192.168.86.90,56500,54.149.94.178,443,6,104,492,2,2
1599793515,192.168.86.90,56505,45.57.100.137,443,6,1248,48338,24,33
1599793515,192.168.86.1,35156,239.255.255.250,1900,17,5127,0,11,0
1599793515,192.168.86.90,56498,54.149.94.178,443,6,208,1690,4,4
1599793515,0.0.0.0,68,255.255.255.255,67,17,272,0,1,0
1599793516,192.168.86.90,56500,54.149.94.178,443,6,208,3862,4,4
1599793516,192.168.86.90,56494,162.222.42.179,4287,6,117629,208,84,4
1599793516,192.168.86.90,56499,54.149.94.178,443,6,160,160,2,2
1599793517,192.168.86.90,56494,162.222.42.179,4287,6,57987,2600,43,50
1599793517,192.168.86.90,56500,54.149.94.178,443,6,160,160,2,2
1599793517,192.168.86.90,56498,54.149.94.178,443,6,104,958,2,2
1599793518,192.168.86.90,56494,162.222.42.179,4287,6,40493,1508,30,29
1599793518,192.168.86.90,56534,172.217.6.46,443,6,40,52,1,1
1599793518,192.168.86.90,56500,54.149.94.178,443,6,52,354,1,1
1599793518,192.168.86.90,56498,54.149.94.178,443,6,52,356,1,1
1599793519,192.168.86.90,56494,162.222.42.179,4287,6,23782,1300,17,25
1599793519,192.168.86.90,56500,54.149.94.178,443,6,416,4719,8,8
1599793519,192.168.86.90,56498,54.149.94.178,443,6,208,3723,4,4
1599793520,192.168.86.90,56494,162.222.42.179,4287,6,197542,832,144,16
1599793520,192.168.86.90,56498,54.149.94.178,443,6,52,811,1,1
1599793521,192.168.86.90,56494,162.222.42.179,4287,6,58560,3588,42,69
1599793521,192.168.86.90,56500,54.149.94.178,443,6,208,1484,4,4
1599793521,192.168.86.90,56498,54.149.94.178,443,6,156,739,3,3
1599793521,192.168.86.90,56534,172.217.6.46,443,6,1805,1377,9,8
1599793522,192.168.86.90,56534,172.217.6.46,443,6,0,52,0,1
1599793522,192.168.86.90,56494,162.222.42.179,4287,6,58245,1508,43,29
1599793522,192.168.86.90,56498,54.149.94.178,443,6,156,1246,3,3
1599793522,192.168.86.90,56500,54.149.94.178,443,6,104,494,2,2
1599793523,192.168.86.90,56494,162.222.42.179,4287,6,165593,1560,127,30
1599793523,192.168.86.90,56500,54.149.94.178,443,6,260,1235,5,5
1599793523,192.168.86.90,56498,54.149.94.178,443,6,208,1561,4,4
1599793524,192.168.86.90,56494,162.222.42.179,4287,6,113437,10440,90,166
1599793524,192.168.86.90,56536,104.64.142.211,443,6,156,180,3,3
1599793524,192.168.86.90,56500,54.149.94.178,443,6,208,3852,4,4
1599793524,192.168.86.90,56498,54.149.94.178,443,6,212,355,3,2
1599793525,192.168.86.90,56494,162.222.42.179,4287,6,0,104,0,2
1599793526,192.168.86.90,56494,162.222.42.179,4287,6,7451,312,6,6
1599793526,192.168.86.90,56498,54.149.94.178,443,6,272,4324,5,5
1599793526,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793527,192.168.86.90,56494,162.222.42.179,4287,6,2473,104,2,2
1599793527,192.168.86.90,56500,54.149.94.178,443,6,264,602,4,3
1599793527,192.168.86.90,56498,54.149.94.178,443,6,52,247,1,1
1599793528,192.168.86.90,56500,54.149.94.178,443,6,208,988,4,4
1599793528,192.168.86.90,56498,54.149.94.178,443,6,104,494,2,2
1599793529,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793529,192.168.86.90,56500,54.149.94.178,443,6,208,988,4,4
1599793529,192.168.86.90,56498,54.149.94.178,443,6,208,988,4,4
1599793529,192.168.86.88,0,224.0.0.22,0,2,40,0,1,0
1599793530,192.168.86.90,56500,54.149.94.178,443,6,260,1235,5,5
1599793530,192.168.86.90,56498,54.149.94.178,443,6,260,1235,5,5
1599793530,192.168.86.90,56494,162.222.42.179,4287,6,2537,104,2,2
1599793531,192.168.86.90,56505,45.57.100.137,443,6,6234,566466,64,381
1599793531,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793531,192.168.86.90,56506,45.57.100.137,443,6,5370,631281,66,423
1599793531,192.168.86.90,56504,45.57.100.137,443,6,1958,147683,19,100
1599793531,192.168.86.90,56500,54.149.94.178,443,6,474,4658,8,8
1599793531,192.168.86.90,56498,54.149.94.178,443,6,318,1040,5,5
1599793531,192.168.86.90,56499,54.149.94.178,443,6,110,52,1,1
1599793532,192.168.86.90,56498,54.149.94.178,443,6,312,6380,6,7
1599793533,192.168.86.88,0,224.0.0.22,0,2,40,0,1,0
1599793533,192.168.86.90,56494,162.222.42.179,4287,6,50580,1352,40,26
1599793534,192.168.86.90,56494,162.222.42.179,4287,6,2441,104,2,2
1599793534,192.168.86.90,56498,54.149.94.178,443,6,212,969,3,3
1599793535,192.168.86.90,56494,162.222.42.179,4287,6,2585,104,2,2
1599793535,192.168.86.90,56498,54.149.94.178,443,6,104,494,2,2
1599793535,192.168.86.90,56500,54.149.94.178,443,6,156,739,3,3
1599793536,192.168.86.90,56500,54.149.94.178,443,6,376,1723,7,7
1599793536,192.168.86.90,56498,54.149.94.178,443,6,312,2236,6,6
1599793536,192.168.86.90,56499,54.149.94.178,443,6,160,160,2,2
1599793537,192.168.86.90,56498,54.149.94.178,443,6,52,247,1,1
1599793537,192.168.86.90,56494,162.222.42.179,4287,6,2585,104,2,2
1599793537,192.168.86.90,56500,54.149.94.178,443,6,316,1815,5,5
1599793538,192.168.86.90,56498,54.149.94.178,443,6,208,988,4,4
1599793538,192.168.86.90,56500,54.149.94.178,443,6,260,1235,5,5
1599793538,192.168.86.90,56457,8.37.103.246,443,6,104,1229,2,2
1599793538,192.168.86.90,56513,216.58.195.67,443,6,233,52,2,1
1599793539,192.168.86.90,56513,216.58.195.67,443,6,506,770,8,9
1599793539,192.168.86.90,56494,162.222.42.179,4287,6,2601,104,2,2
1599793539,192.168.86.90,56498,54.149.94.178,443,6,208,3847,4,4
1599793539,192.168.86.90,56534,172.217.6.46,443,6,1323,247,4,4
1599793540,192.168.86.90,56534,172.217.6.46,443,6,363,1155,6,6
1599793540,192.168.86.90,56447,142.250.101.188,443,6,40,52,1,1
1599793540,192.168.86.90,56494,162.222.42.179,4287,6,2585,104,2,2
1599793541,192.168.86.90,56498,54.149.94.178,443,6,52,778,1,1
1599793542,192.168.86.90,56500,54.149.94.178,443,6,208,986,4,4
1599793542,192.168.86.90,56498,54.149.94.178,443,6,260,1233,5,5
1599793542,192.168.86.90,56494,162.222.42.179,4287,6,2569,104,2,2
1599793543,192.168.86.90,56500,54.149.94.178,443,6,364,1727,7,7
1599793543,192.168.86.90,56498,54.149.94.178,443,6,208,986,4,4
1599793544,192.168.86.90,56498,54.149.94.178,443,6,368,1096,6,5
1599793544,192.168.86.90,56500,54.149.94.178,443,6,364,1727,7,7
1599793545,192.168.86.90,56498,54.149.94.178,443,6,156,3847,3,4
1599793545,0.0.0.0,68,255.255.255.255,67,17,272,0,1,0
1599793546,192.168.86.90,56494,162.222.42.179,4287,6,2521,104,2,2
1599793546,192.168.86.90,56500,54.149.94.178,443,6,272,4426,5,5
1599793546,192.168.86.90,56506,45.57.100.137,443,6,2542,273856,30,184
1599793546,192.168.86.90,56505,45.57.100.137,443,6,2844,310436,36,208
1599793546,192.168.86.90,56504,45.57.100.137,443,6,3206,393552,43,264
1599793546,192.168.86.90,56498,54.149.94.178,443,6,52,247,1,1
1599793546,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793547,192.168.86.90,56500,54.149.94.178,443,6,264,654,4,4
1599793547,192.168.86.90,56498,54.149.94.178,443,6,156,741,3,3
1599793548,192.168.86.90,56494,162.222.42.179,4287,6,2585,104,2,2
1599793548,192.168.86.90,56498,54.149.94.178,443,6,260,1235,5,5
1599793548,192.168.86.90,56500,54.149.94.178,443,6,208,988,4,4
1599793549,192.168.86.90,56534,172.217.6.46,443,6,1913,1179,7,7
1599793549,192.168.86.90,56498,54.149.94.178,443,6,208,3849,4,4
1599793550,192.168.86.90,56494,162.222.42.179,4287,6,2505,104,2,2
1599793551,192.168.86.90,56537,172.217.6.69,443,6,40,52,1,1
1599793551,192.168.86.90,56498,54.149.94.178,443,6,214,546,3,3
1599793551,192.168.86.90,56500,54.149.94.178,443,6,214,494,3,2
1599793551,192.168.86.84,63341,239.255.255.250,1900,17,203,0,1,0
1599793551,192.168.86.90,56499,54.149.94.178,443,6,110,0,1,0
1599793552,192.168.86.90,56500,54.149.94.178,443,6,208,1040,4,5
1599793552,192.168.86.90,56499,54.149.94.178,443,6,0,52,0,1
1599793552,192.168.86.1,53,192.168.86.90,63397,17,109,93,1,1
1599793552,192.168.86.90,56538,52.154.152.135,443,6,2090,8745,15,14
1599793552,192.168.86.90,56498,54.149.94.178,443,6,208,988,4,4
1599793552,192.168.86.90,56493,52.33.134.215,443,6,40,52,1,1
1599793552,192.168.86.84,63341,239.255.255.250,1900,17,203,0,1,0
1599793553,192.168.86.90,56500,54.149.94.178,443,6,104,494,2,2
1599793553,192.168.86.90,56498,54.149.94.178,443,6,104,494,2,2
1599793553,192.168.86.90,56494,162.222.42.179,4287,6,2505,104,2,2
1599793553,192.168.86.84,63341,239.255.255.250,1900,17,203,0,1,0
1599793554,192.168.86.90,56500,54.149.94.178,443,6,260,1235,5,5
1599793554,192.168.86.90,56498,54.149.94.178,443,6,368,1148,6,6
1599793554,192.168.86.90,56493,52.33.134.215,443,6,3906,2782,5,3
1599793554,192.168.86.90,56530,172.217.164.106,443,6,40,52,1,1
1599793554,192.168.86.84,63341,239.255.255.250,1900,17,203,0,1,0
1599793555,192.168.86.90,56531,172.217.164.106,443,6,40,52,1,1
1599793555,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793555,192.168.86.90,56498,54.149.94.178,443,6,208,3849,4,4
1599793555,192.168.86.90,56500,54.149.94.178,443,6,104,494,2,2
1599793555,192.168.86.90,56495,162.222.43.109,4287,6,90,0,1,0
1599793555,192.168.86.90,56494,162.222.42.179,4287,6,90,0,1,0
1599793555,192.168.86.90,56497,67.222.252.12,443,6,90,0,1,0
1599793555,192.168.86.90,56496,68.65.194.249,4287,6,90,0,1,0
1599793555,192.168.86.90,56517,8.37.96.194,4287,6,90,0,1,0
1599793556,192.168.86.90,56494,162.222.42.179,4287,6,0,52,0,1
1599793556,192.168.86.90,56517,8.37.96.194,4287,6,0,52,0,1
1599793556,192.168.86.90,56495,162.222.43.109,4287,6,0,52,0,1
1599793556,192.168.86.90,56496,68.65.194.249,4287,6,0,52,0,1
1599793556,192.168.86.90,56497,67.222.252.12,443,6,0,52,0,1
1599793556,192.168.86.90,56499,54.149.94.178,443,6,160,160,2,2
1599793556,192.168.86.90,56500,54.149.94.178,443,6,208,3866,4,4
1599793557,192.168.86.90,56494,162.222.42.179,4287,6,2569,104,2,2
1599793557,192.168.86.90,56530,172.217.164.106,443,6,570,493,7,6
1599793557,192.168.86.90,56500,54.149.94.178,443,6,160,160,2,2
1599793557,192.168.86.90,56531,172.217.164.106,443,6,1339,1503,9,9
1599793558,192.168.86.90,56494,162.222.42.179,4287,6,2489,104,2,2
1599793559,192.168.86.90,56509,142.250.68.10,443,6,40,52,1,1
1599793559,192.168.86.90,56494,162.222.42.179,4287,6,7547,312,6,6
1599793560,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793562,192.168.86.90,56494,162.222.42.179,4287,6,2425,104,2,2
1599793563,192.168.86.90,56504,45.57.100.137,443,6,2424,272426,28,183
1599793563,192.168.86.90,56505,45.57.100.137,443,6,3206,395979,43,265
1599793563,192.168.86.90,56506,45.57.100.137,443,6,2580,301205,31,202
1599793564,192.168.86.90,56494,162.222.42.179,4287,6,2441,104,2,2
1599793564,192.168.86.90,56498,54.149.94.178,443,6,160,108,2,1
1599793565,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793566,192.168.86.90,56494,162.222.42.179,4287,6,2805,156,3,3
1599793566,192.168.86.90,56500,54.149.94.178,443,6,108,0,1,0
1599793567,192.168.86.90,56500,54.149.94.178,443,6,52,108,1,1
1599793567,192.168.86.90,56493,52.33.134.215,443,6,12394,5194,12,7
1599793568,192.168.86.90,56494,162.222.42.179,4287,6,2473,104,2,2
1599793570,192.168.86.90,56494,162.222.42.179,4287,6,2601,104,2,2
1599793570,192.168.86.90,56500,54.149.94.178,443,6,52,247,1,1
1599793571,192.168.86.90,56500,54.149.94.178,443,6,266,741,4,3
1599793571,192.168.86.90,56498,54.149.94.178,443,6,110,0,1,0
1599793571,192.168.86.90,56499,54.149.94.178,443,6,110,0,1,0
1599793571,192.168.86.90,56509,142.250.68.10,443,6,156,212,3,3
1599793572,192.168.86.90,56498,54.149.94.178,443,6,0,52,0,1
1599793572,192.168.86.90,56500,54.149.94.178,443,6,0,52,0,1
1599793572,192.168.86.90,56499,54.149.94.178,443,6,0,52,0,1
1599793572,192.168.86.90,56494,162.222.42.179,4287,6,2601,104,2,2
1599793573,192.168.86.90,56500,54.149.94.178,443,6,208,3852,4,4
1599793574,192.168.86.90,56498,54.149.94.178,443,6,160,160,2,2
1599793574,192.168.86.1,35156,239.255.255.250,1900,17,5127,0,11,0
1599793575,192.168.86.1,35156,239.255.255.250,1900,17,5127,0,11,0
1599793575,0.0.0.0,68,255.255.255.255,67,17,272,0,1,0
1599793575,192.168.86.90,56494,162.222.42.179,4287,6,5058,208,4,4
1599793576,192.168.86.90,56494,162.222.42.179,4287,6,65514,1716,52,33
1599793576,192.168.86.90,56499,54.149.94.178,443,6,160,160,2,2
1599793577,192.168.86.90,56494,162.222.42.179,4287,6,42633,1300,34,25
1599793577,192.168.86.90,56500,54.149.94.178,443,6,160,160,2,2
1599793578,192.168.86.90,56494,162.222.42.179,4287,6,27971,988,22,19
1599793578,192.168.86.90,56506,45.57.100.137,443,6,2474,272329,29,183
1599793578,192.168.86.90,56505,45.57.100.137,443,6,2632,308317,32,207
1599793578,192.168.86.90,56504,45.57.100.137,443,6,2740,318319,34,213
1599793579,192.168.86.90,56494,162.222.42.179,4287,6,17295,728,14,14
1599793580,192.168.86.90,56494,162.222.42.179,4287,6,18933,780,15,15
1599793580,192.168.86.90,55483,239.255.255.250,1900,17,202,0,1,0
1599793581,192.168.86.90,56494,162.222.42.179,4287,6,4962,312,6,6
1599793581,192.168.86.90,55483,239.255.255.250,1900,17,202,0,1,0
1599793582,192.168.86.90,56494,162.222.42.179,4287,6,411,52,1,1
1599793582,192.168.86.90,55483,239.255.255.250,1900,17,202,0,1,0
1599793582,192.168.86.90,56473,74.125.195.189,443,6,52,106,1,1
1599793583,192.168.86.90,56457,8.37.103.246,443,6,104,1229,2,2
1599793583,192.168.86.90,55483,239.255.255.250,1900,17,202,0,1,0
1599793584,192.168.86.90,56513,216.58.195.67,443,6,40,52,1,1
1599793584,192.168.86.90,56498,54.149.94.178,443,6,160,108,2,1
1599793585,192.168.86.90,56494,162.222.42.179,4287,6,897,104,2,2
1599793585,192.168.86.90,56499,54.149.94.178,443,6,160,108,2,1
1599793586,192.168.86.90,56447,142.250.101.188,443,6,40,52,1,1
1599793586,192.168.86.90,56494,162.222.42.179,4287,6,552,104,2,2
1599793587,192.168.86.90,56494,162.222.42.179,4287,6,552,104,2,2
1599793587,192.168.86.90,56500,54.149.94.178,443,6,160,108,2,1
